epoch,accuracy,auc,learning_rate,loss,val_accuracy,val_auc,val_loss
0,0.7633587718009949,0.5145231485366821,0.0010000000474974513,0.8223844170570374,0.13333334028720856,0.5,0.9750576019287109
1,0.375,0.4545454978942871,0.0010000000474974513,1.0435653924942017,0.13333334028720856,0.5,1.03914213180542
2,0.32824426889419556,0.43780726194381714,0.0010000000474974513,0.8236179351806641,0.13333334028720856,0.5,0.7826870679855347
3,0.4375,0.0,0.0010000000474974513,0.4475216567516327,0.13333334028720856,0.5,0.7551114559173584
4,0.6412213444709778,0.43395254015922546,0.0010000000474974513,0.7780536413192749,0.13333334028720856,0.5,0.9093650579452515
5,0.4375,0.7142857313156128,0.0010000000474974513,0.6839215159416199,0.13333334028720856,0.5,0.9236361384391785
