epoch,accuracy,auc,learning_rate,loss,val_accuracy,val_auc,val_loss
0,0.8511450290679932,0.572825014591217,9.999999747378752e-05,0.7923781275749207,0.13333334028720856,0.5,0.9262433648109436
1,0.625,0.48181819915771484,9.999999747378752e-05,1.9943790435791016,0.13333334028720856,0.5,0.9247242212295532
2,0.6176470518112183,0.5760699510574341,9.999999747378752e-05,0.7436147332191467,0.13333334028720856,0.5,0.8972795605659485
3,0.5,0.6000000238418579,9.999999747378752e-05,0.8125304579734802,0.13333334028720856,0.5,0.8958024978637695
4,0.5648854970932007,0.5461816191673279,9.999999747378752e-05,0.7751051783561707,0.13333334028720856,0.5,0.8765997290611267
5,0.5625,0.4821428656578064,9.999999747378752e-05,0.7630655169487,0.13333334028720856,0.5,0.8753787279129028
